loan_id,customer_id,loan_amount,term_months,interest_rate,application_date,status,defaulted,age,gender,income,employment_status,city,credit_score,credit_score_provider,last_updated,application_year,application_month,loan_to_income_ratio,risk_segment
LOAN000734,CUST0084,82235.94,36,6.03,2025-03-22,REJECTED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2025,3,0.43,High Risk
LOAN000735,CUST0229,260591.65,36,11.38,2025-03-22,APPROVED,0,74,M,118761,Employed,Chicago,561.0,,,2025,3,2.19,High Risk
LOAN000736,CUST0266,43209.87,48,3.88,2025-07-25,APPROVED,0,51,M,148132,Unemployed,Seattle,301.0,Equifax,2025-09-30T13:25:06.167446,2025,7,0.29,High Risk
LOAN000737,CUST0081,236185.16,24,10.48,2024-11-30,PENDING,0,23,M,127564,Employed,Seattle,562.0,TransUnion,2025-09-30T13:25:03.427390,2024,11,1.85,High Risk
LOAN000738,CUST0024,434838.14,36,6.72,2025-06-25,APPROVED,0,21,F,27654,Self-Employed,San Francisco,677.0,Experian,2025-09-30T13:25:02.754879,2025,6,15.72,Low Risk
LOAN000739,CUST0028,201765.97,12,23.27,2024-11-23,PENDING,0,63,M,135955,Unemployed,San Francisco,412.0,Equifax,2025-09-30T13:25:02.822896,2024,11,1.48,High Risk
LOAN000740,CUST0018,458583.36,60,18.86,2024-10-01,APPROVED,0,38,F,147123,Self-Employed,San Francisco,589.0,Equifax,2025-09-30T13:25:02.651627,2024,10,3.12,Medium Risk
LOAN000741,CUST0270,5561.4,60,14.89,2024-12-10,PENDING,0,47,M,132106,Unemployed,Austin,561.0,,,2024,12,0.04,High Risk
LOAN000742,CUST0263,166393.89,48,4.45,2025-06-17,APPROVED,0,22,F,207172,Employed,Seattle,691.0,Equifax,2025-09-30T13:25:06.106872,2025,6,0.8,Low Risk
LOAN000743,CUST0043,401408.48,60,16.1,2025-05-13,APPROVED,0,58,F,82601,Self-Employed,New York,438.0,Equifax,2025-09-30T13:25:02.992459,2025,5,4.86,High Risk
LOAN000744,CUST0084,258355.21,48,18.95,2024-12-12,APPROVED,0,58,F,193098,Unemployed,Austin,550.0,Equifax,2025-09-30T13:25:03.487846,2024,12,1.34,High Risk
LOAN000745,CUST0082,229669.15,12,17.31,2024-12-18,APPROVED,0,42,M,94768,Unemployed,Austin,459.0,TransUnion,2025-09-30T13:25:31.036453,2024,12,2.42,High Risk
LOAN000746,CUST0290,446594.33,60,14.91,2024-10-12,PENDING,0,75,M,39101,Employed,Austin,331.0,Equifax,2025-09-30T13:25:06.584451,2024,10,11.42,High Risk
LOAN000747,CUST0300,293457.07,48,9.13,2025-06-24,APPROVED,1,68,M,20498,Self-Employed,New York,561.0,,,2025,6,14.32,High Risk
LOAN000748,CUST0274,394993.14,48,5.55,2025-04-20,APPROVED,0,31,M,135457,Employed,Chicago,741.0,Experian,2025-09-30T13:25:06.300773,2025,4,2.92,Low Risk
LOAN000749,CUST0098,252531.2,60,8.46,2025-06-30,APPROVED,0,38,F,207390,Retired,Chicago,561.0,,,2025,6,1.22,High Risk
LOAN000750,CUST0266,494201.04,12,16.27,2025-02-22,PENDING,0,51,M,148132,Unemployed,Seattle,301.0,Equifax,2025-09-30T13:25:06.167446,2025,2,3.34,High Risk
LOAN000751,CUST0069,423967.22,24,11.71,2025-06-06,APPROVED,0,43,M,217053,Self-Employed,San Francisco,597.0,Equifax,2025-09-30T13:25:03.221954,2025,6,1.95,Medium Risk
LOAN000752,CUST0005,176901.18,36,23.66,2024-12-06,APPROVED,0,65,M,238005,Self-Employed,Austin,779.0,TransUnion,2025-09-30T13:25:02.515484,2024,12,0.74,Low Risk
LOAN000753,CUST0040,434190.16,60,6.04,2025-08-06,APPROVED,0,68,M,202155,Self-Employed,San Francisco,361.0,Equifax,2025-09-30T13:25:02.961892,2025,8,2.15,High Risk
LOAN000754,CUST0151,369052.15,36,11.81,2025-05-02,APPROVED,0,66,M,64409,Self-Employed,San Francisco,623.0,Experian,2025-09-30T13:25:04.273754,2025,5,5.73,Medium Risk
LOAN000755,CUST0082,121559.07,48,23.65,2025-05-18,APPROVED,0,42,M,94768,Unemployed,Austin,459.0,TransUnion,2025-09-30T13:25:31.036453,2025,5,1.28,High Risk
LOAN000756,CUST0241,322320.06,12,14.87,2025-05-15,APPROVED,0,45,F,184783,Employed,Austin,412.0,Equifax,2025-09-30T13:25:33.446256,2025,5,1.74,High Risk
LOAN000757,CUST0002,244131.97,36,5.7,2025-06-06,APPROVED,0,64,M,61467,Employed,San Francisco,561.0,,,2025,6,3.97,High Risk
LOAN000758,CUST0122,73979.37,48,22.36,2025-05-20,APPROVED,0,33,M,185998,Unemployed,Austin,354.0,Equifax,2025-09-30T13:25:04.061701,2025,5,0.4,High Risk
LOAN000759,CUST0082,291861.42,60,23.99,2025-05-08,APPROVED,0,42,M,94768,Unemployed,Austin,459.0,TransUnion,2025-09-30T13:25:31.036453,2025,5,3.08,High Risk
LOAN000760,CUST0268,251486.29,60,7.41,2025-07-23,APPROVED,0,24,F,134290,Retired,San Francisco,669.0,Equifax,2025-09-30T13:25:33.852140,2025,7,1.87,Medium Risk
LOAN000761,CUST0206,459288.86,48,21.62,2025-06-07,APPROVED,0,70,M,202500,Employed,New York,692.0,TransUnion,2025-09-30T13:25:05.332604,2025,6,2.27,Low Risk
LOAN000762,CUST0096,371321.85,36,19.23,2025-09-24,PENDING,0,35,M,202097,Unemployed,Chicago,829.0,Equifax,2025-09-30T13:25:03.717531,2025,9,1.84,Low Risk
LOAN000763,CUST0299,393985.38,60,11.78,2024-11-29,APPROVED,0,67,F,192787,Retired,Chicago,573.0,TransUnion,2025-09-30T13:25:06.737360,2024,11,2.04,High Risk
LOAN000764,CUST0019,481826.99,36,21.76,2025-03-02,PENDING,0,55,F,81289,Unemployed,New York,411.0,TransUnion,2025-09-30T13:25:02.658451,2025,3,5.93,High Risk
LOAN000765,CUST0075,7036.98,24,10.16,2025-02-09,APPROVED,1,54,M,77611,Employed,Austin,737.0,Equifax,2025-09-30T13:25:03.350784,2025,2,0.09,Low Risk
LOAN000766,CUST0129,361358.22,48,20.11,2025-03-23,APPROVED,0,28,M,68640,Retired,San Francisco,629.0,Equifax,2025-09-30T13:25:04.122665,2025,3,5.26,Medium Risk
LOAN000767,CUST0169,274604.91,48,23.45,2025-09-28,APPROVED,0,34,F,83237,Self-Employed,Seattle,767.0,TransUnion,2025-09-30T13:25:04.600793,2025,9,3.3,Low Risk
LOAN000768,CUST0187,332693.8,60,7.59,2025-08-29,APPROVED,0,28,M,139053,Employed,New York,612.0,TransUnion,2025-09-30T13:25:04.985249,2025,8,2.39,Medium Risk
LOAN000769,CUST0145,108618.55,60,13.93,2025-04-28,APPROVED,0,39,M,237474,Self-Employed,San Francisco,514.0,Experian,2025-09-30T13:25:04.235600,2025,4,0.46,High Risk
LOAN000770,CUST0137,225350.22,24,5.84,2025-03-14,APPROVED,0,67,M,86111,Self-Employed,New York,678.0,Equifax,2025-09-30T13:25:04.184135,2025,3,2.62,Low Risk
LOAN000771,CUST0290,43162.8,36,23.72,2025-09-14,PENDING,0,75,M,39101,Employed,Austin,331.0,Equifax,2025-09-30T13:25:06.584451,2025,9,1.1,High Risk
LOAN000772,CUST0138,409866.89,48,20.65,2024-11-01,APPROVED,0,22,F,100716,Self-Employed,San Francisco,316.0,Equifax,2025-09-30T13:25:04.191401,2024,11,4.07,High Risk
LOAN000773,CUST0050,346763.3,12,23.63,2024-12-25,APPROVED,0,31,F,218114,Self-Employed,San Francisco,596.0,Equifax,2025-09-30T13:25:03.064083,2024,12,1.59,Medium Risk
LOAN000774,CUST0113,316269.39,24,14.43,2025-08-27,APPROVED,0,73,M,35346,Employed,San Francisco,828.0,Experian,2025-09-30T13:25:03.928368,2025,8,8.95,Low Risk
LOAN000775,CUST0089,448405.96,60,3.78,2025-06-26,APPROVED,0,36,M,21433,Unemployed,Seattle,465.0,TransUnion,2025-09-30T13:25:03.574604,2025,6,20.92,High Risk
LOAN000776,CUST0079,279860.58,60,19.91,2025-02-15,APPROVED,0,57,M,217616,Self-Employed,Chicago,532.0,Equifax,2025-09-30T13:25:03.417738,2025,2,1.29,High Risk
LOAN000777,CUST0047,159781.48,36,6.4,2025-01-23,APPROVED,0,39,F,102500,Employed,San Francisco,561.0,,,2025,1,1.56,High Risk
LOAN000778,CUST0165,11726.88,36,10.53,2025-07-24,APPROVED,0,58,M,236082,Employed,San Francisco,712.0,Equifax,2025-09-30T13:25:04.517584,2025,7,0.05,Low Risk
LOAN000779,CUST0231,33575.58,48,9.04,2024-12-23,PENDING,0,74,M,54323,Self-Employed,Austin,568.0,Experian,2025-09-30T13:25:05.727190,2024,12,0.62,High Risk
LOAN000780,CUST0033,265507.54,60,6.2,2025-01-11,APPROVED,0,65,M,35198,Unemployed,San Francisco,584.0,Experian,2025-09-30T13:25:02.867025,2025,1,7.54,Medium Risk
LOAN000781,CUST0016,259300.11,36,3.65,2025-01-06,APPROVED,0,45,M,132971,Unemployed,New York,546.0,TransUnion,2025-09-30T13:25:02.629204,2025,1,1.95,High Risk
LOAN000782,CUST0171,24938.98,12,15.78,2025-09-12,APPROVED,0,24,M,101576,Retired,New York,351.0,TransUnion,2025-09-30T13:25:04.650180,2025,9,0.25,High Risk
LOAN000783,CUST0104,215152.18,12,3.99,2025-06-22,APPROVED,0,40,F,241956,Unemployed,San Francisco,482.0,Experian,2025-09-30T13:25:03.847112,2025,6,0.89,High Risk
LOAN000784,CUST0080,439483.08,60,9.47,2025-06-07,APPROVED,0,21,F,138278,Unemployed,Chicago,831.0,Experian,2025-09-30T13:25:03.423856,2025,6,3.18,Low Risk
LOAN000785,CUST0085,140102.07,36,11.24,2025-02-26,PENDING,0,47,M,129834,Unemployed,Austin,378.0,TransUnion,2025-09-30T13:25:03.491176,2025,2,1.08,High Risk
LOAN000786,CUST0122,381909.61,36,18.35,2025-09-20,APPROVED,0,33,M,185998,Unemployed,Austin,354.0,Equifax,2025-09-30T13:25:04.061701,2025,9,2.05,High Risk
LOAN000787,CUST0103,259831.46,24,20.54,2025-09-07,APPROVED,0,65,F,185452,Retired,Chicago,303.0,Equifax,2025-09-30T13:25:31.268503,2025,9,1.4,High Risk
LOAN000788,CUST0256,386208.35,12,22.26,2024-11-19,APPROVED,0,30,M,92061,Self-Employed,New York,491.0,Experian,2025-09-30T13:25:06.034732,2024,11,4.2,High Risk
LOAN000789,CUST0287,268900.91,36,17.1,2024-11-21,PENDING,0,42,F,248552,Employed,San Francisco,720.0,Equifax,2025-09-30T13:25:06.534350,2024,11,1.08,Low Risk
LOAN000790,CUST0249,62036.5,24,18.62,2025-04-06,APPROVED,0,63,F,123862,Unemployed,Austin,440.0,TransUnion,2025-09-30T13:25:05.972670,2025,4,0.5,High Risk
LOAN000791,CUST0025,343046.85,48,4.55,2025-02-13,APPROVED,0,41,F,50865,Unemployed,San Francisco,424.0,Equifax,2025-09-30T13:25:02.785243,2025,2,6.74,High Risk
LOAN000792,CUST0070,117076.36,60,7.66,2024-10-08,APPROVED,0,58,M,235907,Self-Employed,Seattle,557.0,Equifax,2025-09-30T13:25:03.238089,2024,10,0.5,High Risk
LOAN000793,CUST0021,50274.12,60,10.91,2025-05-26,PENDING,0,45,M,222700,Self-Employed,Austin,417.0,Equifax,2025-09-30T13:25:30.197052,2025,5,0.23,High Risk
LOAN000794,CUST0260,268244.29,48,5.01,2025-05-16,PENDING,0,29,F,73327,Employed,Chicago,454.0,TransUnion,2025-09-30T13:25:06.066980,2025,5,3.66,High Risk
LOAN000795,CUST0043,124150.87,36,11.04,2025-06-07,APPROVED,0,58,F,82601,Self-Employed,New York,438.0,Equifax,2025-09-30T13:25:02.992459,2025,6,1.5,High Risk
LOAN000796,CUST0044,238432.92,48,10.01,2025-06-24,APPROVED,0,33,F,148839,Self-Employed,Seattle,591.0,Equifax,2025-09-30T13:25:03.017658,2025,6,1.6,Medium Risk
LOAN000797,CUST0019,136858.22,36,15.63,2025-01-28,APPROVED,0,55,F,81289,Unemployed,New York,411.0,TransUnion,2025-09-30T13:25:02.658451,2025,1,1.68,High Risk
LOAN000798,CUST0229,194439.6,12,4.61,2024-11-13,APPROVED,0,74,M,118761,Employed,Chicago,561.0,,,2024,11,1.64,High Risk
LOAN000799,CUST0153,54292.8,60,22.21,2025-03-28,PENDING,0,71,F,193812,Unemployed,Austin,561.0,,,2025,3,0.28,High Risk
LOAN000800,CUST0047,195821.03,48,23.94,2025-05-24,APPROVED,1,39,F,102500,Employed,San Francisco,561.0,,,2025,5,1.91,High Risk
